Language1,Language2,Proficiency,LanguageEmbeddingDistance,AvgNounDistance,AvgJaccardDistance
JA # Japanese,SQ # Albanian,C1,0.0017245412,0.029588077,0.26917365042365043
JA # Japanese,SW # Swahili,C1,0.0010234118,0.025177311,0.22128404003404
JA # Japanese,TH # Thai,C1,0.0007214546,0.021012576,0.19921802734302735
JA # Japanese,TR # Turkish,C1,0.0012869239,0.028953658,0.26385188885188887
JA # Japanese,UR # Urdu,C1,0.0014743209,0.028865708,0.2572781385281385
JA # Japanese,VI # Vietnamese,C1,0.0012572408,0.026604973,0.24621501184001182
JA # Japanese,ZH # Mandarin,C1,0.0014626384,0.024078665,0.22220672845672845
KO # Korean,LV # Latvian,C1,0.00099051,0.025608897,0.2357933732933733
KO # Korean,PL # Polish,C1,0.0012524128,0.0319738,0.2793039136789137
KO # Korean,PS # Pashto,C1,0.00071823597,0.02347299,0.21316646316646315
KO # Korean,PT # Portuguese,C1,0.00059217215,0.023179237,0.2150409775409775
KO # Korean,RU # Russian,C1,0.0025749803,0.040108714,0.3213354932104932
KO # Korean,SQ # Albanian,C1,0.00062447786,0.018615203,0.17653931716431714
KO # Korean,SW # Swahili,C1,0.00043070316,0.018232333,0.17385450197950197
KO # Korean,TH # Thai,C1,0.0016207695,0.031110935,0.2736811799311799
KO # Korean,TR # Turkish,C1,0.0005506277,0.023979753,0.2105163355163355
KO # Korean,UR # Urdu,C1,0.00067317486,0.024939392,0.2274467430717431
KO # Korean,VI # Vietnamese,C1,0.0006380677,0.02197577,0.20484261109261107
KO # Korean,ZH # Mandarin,C1,0.00062304735,0.0192296,0.18137186887186887
LV # Latvian,PL # Polish,C1,0.00078845024,0.024343198,0.2372453934953935
LV # Latvian,PS # Pashto,C1,0.00043839216,0.018561622,0.19246864246864245
LV # Latvian,PT # Portuguese,C1,0.0007135272,0.019936604,0.204008029008029
LV # Latvian,RU # Russian,C1,0.0013821125,0.02979617,0.2683300495800496
LV # Latvian,SQ # Albanian,C1,0.0012662411,0.02541773,0.23704998704998703
LV # Latvian,SW # Swahili,C1,0.0009214282,0.02087452,0.20045926295926295
LV # Latvian,TH # Thai,C1,0.00082206726,0.02423466,0.23750555000555001
LV # Latvian,TR # Turkish,C1,0.0009804964,0.027153585,0.24669312169312171
LV # Latvian,UR # Urdu,C1,0.00127846,0.025904866,0.24706312206312203
LV # Latvian,VI # Vietnamese,C1,0.0007725358,0.022394834,0.2231217856217856
LV # Latvian,ZH # Mandarin,C1,0.0012187362,0.02510024,0.24429968179968176
PL # Polish,PS # Pashto,C1,0.0006555319,0.026384637,0.24024181836681835
PL # Polish,PT # Portuguese,C1,0.00066280365,0.024074644,0.22876082251082253
PL # Polish,RU # Russian,C1,0.0016276836,0.024169696,0.19721771284271283
PL # Polish,SQ # Albanian,C1,0.0011543632,0.029197179,0.2619765855059973
PL # Polish,SW # Swahili,C1,0.0010094047,0.02989643,0.2677947052947053
PL # Polish,TH # Thai,C1,0.0012612939,0.02633523,0.24081242831242833
PL # Polish,TR # Turkish,C1,0.0012885332,0.03320836,0.28641150516150515
PL # Polish,UR # Urdu,C1,0.0010660887,0.02596216,0.23675167425167423
PL # Polish,VI # Vietnamese,C1,0.0010383725,0.028381351,0.26265241430682607
PL # Polish,ZH # Mandarin,C1,0.0007766485,0.02592825,0.23934630184630187
PS # Pashto,PT # Portuguese,C1,0.0006377697,0.023305863,0.22633523883523882
PS # Pashto,RU # Russian,C1,0.0017641187,0.033469006,0.28606347356347356
PS # Pashto,SQ # Albanian,C1,0.00070858,0.019943668,0.1901461963961964
PS # Pashto,SW # Swahili,C1,0.00068473816,0.020241274,0.1901415713915714
PS # Pashto,TH # Thai,C1,0.0011447668,0.025103696,0.23462475024975024
PS # Pashto,TR # Turkish,C1,0.00070488453,0.025909545,0.23207810707810708
PS # Pashto,UR # Urdu,C1,0.0010168552,0.025747167,0.23841274466274465
PS # Pashto,VI # Vietnamese,C1,0.0006417036,0.023111131,0.21891129703629703
PS # Pashto,ZH # Mandarin,C1,0.0006637573,0.022553395,0.21348396973396974
PT # Portuguese,RU # Russian,C1,0.0019783378,0.029711803,0.2555280367780368
PT # Portuguese,SQ # Albanian,C1,0.0007312298,0.023981001,0.2297817922817923
PT # Portuguese,SW # Swahili,C1,0.00047558546,0.019355556,0.1860061235061235
PT # Portuguese,TH # Thai,C1,0.0014421344,0.022849107,0.21563621563621563
PT # Portuguese,TR # Turkish,C1,0.0008638501,0.026209252,0.24071356883856884
PT # Portuguese,UR # Urdu,C1,0.00059986115,0.020420734,0.1997100122100122
