language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,effect_category,lang1_sample_size,lang2_sample_size
PS # Pashto,ZH # Mandarin,34.73059163059163,0.9985540840684471,False,0.08433798684645283,Negligible effect,negligible,120,120
PT # Portuguese,RU # Russian,39.816161746749984,0.9966578901229487,False,0.030246878880116783,Negligible effect,negligible,120,120
PT # Portuguese,SQ # Albanian,39.12136752136752,0.996568677421077,False,0.1836651315064645,Negligible effect,negligible,120,120
PT # Portuguese,SW # Swahili,47.79877344877345,0.9757878611015278,False,0.0958194784282306,Negligible effect,negligible,120,120
PT # Portuguese,TH # Thai,28.804051504051504,0.9996812389472857,False,0.2022437896951677,Small effect,small,120,120
PT # Portuguese,TR # Turkish,44.62063492063492,0.9873424346482786,False,0.09996548123256425,Negligible effect,negligible,120,120
PT # Portuguese,UR # Urdu,57.304329004329006,0.8966959753332973,False,0.09503194299045208,Negligible effect,negligible,120,120
PT # Portuguese,VI # Vietnamese,37.12646699705523,0.9971377118587141,False,0.02149140494745445,Negligible effect,negligible,120,120
PT # Portuguese,ZH # Mandarin,44.378094128094126,0.9811854955655612,False,0.150043259183096,Negligible effect,negligible,120,120
RU # Russian,SQ # Albanian,29.315396825396824,0.9999104386573773,False,0.15575174266061376,Negligible effect,negligible,120,120
RU # Russian,SW # Swahili,45.634358623832306,0.9788115916815054,False,0.06788431469888045,Negligible effect,negligible,120,120
RU # Russian,TH # Thai,38.7658464723682,0.9909357101802736,False,0.17488603188121904,Negligible effect,negligible,120,120
RU # Russian,TR # Turkish,33.14949508008331,0.9995037684659364,False,0.07137764069970949,Negligible effect,negligible,120,120
RU # Russian,UR # Urdu,41.47129537129537,0.9921856645379213,False,0.06685507819530283,Negligible effect,negligible,120,120
RU # Russian,VI # Vietnamese,38.01583537235712,0.9969876180314471,False,-0.008964852543063393,Negligible effect,negligible,120,120
RU # Russian,ZH # Mandarin,36.17500953153127,0.9980496050220121,False,0.12210293661362695,Negligible effect,negligible,120,120
SQ # Albanian,SW # Swahili,40.58019105077929,0.9955878578676249,False,-0.08031865203263147,Negligible effect,negligible,120,120
SQ # Albanian,TH # Thai,39.72510822510822,0.9841580176053866,False,0.020865062048335093,Negligible effect,negligible,120,120
SQ # Albanian,TR # Turkish,32.95311355311355,0.9991008910719669,False,-0.08087977789098566,Negligible effect,negligible,120,120
SQ # Albanian,UR # Urdu,43.710771581359815,0.9903852893547846,False,-0.08265803194864257,Negligible effect,negligible,120,120
SQ # Albanian,VI # Vietnamese,38.256593406593396,0.9923699675776071,False,-0.16513374663281646,Negligible effect,negligible,120,120
SQ # Albanian,ZH # Mandarin,35.737196137196136,0.996997888035068,False,-0.03066294702314432,Negligible effect,negligible,120,120
SW # Swahili,TH # Thai,55.321460892049124,0.8837403777065796,False,0.09935831391292704,Negligible effect,negligible,120,120
SW # Swahili,TR # Turkish,38.907864357864355,0.9944381926641008,False,0.0015771133824540346,Negligible effect,negligible,120,120
SW # Swahili,UR # Urdu,33.74908424908425,0.9997693947497436,False,-0.0015509728429532982,Negligible effect,negligible,120,120
SW # Swahili,VI # Vietnamese,37.23174603174603,0.9946914906942705,False,-0.07658349715815974,Negligible effect,negligible,120,120
SW # Swahili,ZH # Mandarin,47.68412698412699,0.964365179772727,False,0.04970008834965184,Negligible effect,negligible,120,120
TH # Thai,TR # Turkish,43.85917415917416,0.9744396112491743,False,-0.10041078386282105,Negligible effect,negligible,120,120
TH # Thai,UR # Urdu,53.265894236482474,0.9049019080515507,False,-0.1018345850245753,Negligible effect,negligible,120,120
TH # Thai,VI # Vietnamese,30.266605616605617,0.9993100947401932,False,-0.18421183274008535,Negligible effect,negligible,120,120
TH # Thai,ZH # Mandarin,38.81112221112221,0.9880855323273733,False,-0.05079587585618962,Negligible effect,negligible,120,120
TR # Turkish,UR # Urdu,39.34632034632035,0.9962697067478501,False,-0.003180652903236855,Negligible effect,negligible,120,120
TR # Turkish,VI # Vietnamese,30.27567334626158,0.999516521185176,False,-0.08032508120360729,Negligible effect,negligible,120,120
TR # Turkish,ZH # Mandarin,33.176506826506824,0.9986096144455805,False,0.04939303108157482,Negligible effect,negligible,120,120
UR # Urdu,VI # Vietnamese,44.64199134199134,0.9797640290432101,False,-0.07562906408615232,Negligible effect,negligible,120,120
UR # Urdu,ZH # Mandarin,41.07764457764458,0.9931412735226597,False,0.05172095192119356,Negligible effect,negligible,120,120
VI # Vietnamese,ZH # Mandarin,32.086446886446886,0.9991618189058826,False,0.1312117567786215,Negligible effect,negligible,120,120
